StockCode,Description,QuantityTotal,QuantityAvg,QuantityStd,N_NonZeroDemandPeriods,MinWeek,MaxWeek,N_DemandPeriods,ADI,COV2,demand_type
21458,2 PICTURE BOOK EGGS EASTER BUNNY,182,11.375,13.529597185430172,16,201103,201145,43,2.6875,1.1894151371806745,Lumpy
21459,YELLOW EASTER EGG HUNT START POST,68,4.533333333333333,6.151267774865213,15,201102,201147,46,3.066666666666667,1.356897303279091,Lumpy
21460,GREEN EASTER EGG HUNT START POST,28,3.111111111111111,2.758824226207808,9,201102,201112,11,1.2222222222222223,0.8867649298525098,Eratic
21461,BLUE EASTER EGG HUNT START POST,9,1.2857142857142858,2.138089935299395,7,201102,201147,46,6.571428571428571,1.6629588385661962,Lumpy
21462,"NURSERY A,B,C PAINTED LETTERS",198,5.6571428571428575,13.367966225585826,35,201048,201149,102,2.914285714285714,2.3630243328055753,Lumpy
21463,MIRRORED DISCO BALL ,609,12.428571428571429,19.473272281086537,49,201048,201149,102,2.0816326530612246,1.5668150111219052,Lumpy
21464,DISCO BALL ROTATOR BATTERY OPERATED,240,5.217391304347826,5.206461982653056,46,201048,201148,101,2.1956521739130435,0.9979052133418357,Lumpy
21465,PINK FLOWER CROCHET FOOD COVER,237,5.642857142857143,5.617140269600037,42,201048,201148,101,2.4047619047619047,0.9954425794227914,Lumpy
21466,RED FLOWER CROCHET FOOD COVER,304,6.909090909090909,6.917514615572534,44,201048,201149,102,2.3181818181818183,1.001219220674972,Lumpy
21467,CHERRY CROCHET FOOD COVER,262,6.55,5.697277802510104,40,201048,201149,102,2.55,0.8698134049633747,Lumpy
21468,BUTTERFLY CROCHET FOOD COVER,148,4.0,4.714045207910317,37,201048,201148,101,2.72972972972973,1.1785113019775793,Lumpy
21469,POLKA DOT RAFFIA FOOD COVER,288,8.228571428571428,8.457804312084347,35,201048,201149,102,2.914285714285714,1.0278581629269172,Lumpy
21470,FLOWER VINE RAFFIA FOOD COVER,378,8.042553191489361,7.3483433412735675,47,201048,201149,102,2.1702127659574466,0.9136829022218458,Lumpy
21471,STRAWBERRY RAFFIA FOOD COVER,637,13.0,16.831270500668293,49,201048,201149,102,2.0816326530612246,1.2947131154360225,Lumpy
21473,SWEETHEART CREAM STEEL TABLE RECT,27,1.588235294117647,0.7952062255644572,17,201050,201146,97,5.705882352941177,0.5006854012813249,Lumpy
21476,STEEL SWEETHEART ROUND TABLE CREAM,41,2.9285714285714284,2.9733246275271292,14,201104,201142,39,2.7857142857142856,1.015281580131215,Lumpy
21479,WHITE SKULL HOT WATER BOTTLE ,4486,97.52173913043478,193.51999484755342,46,201048,201149,102,2.217391304347826,1.9843780122575696,Lumpy
21481,FAWN BLUE HOT WATER BOTTLE,3226,62.03846153846154,75.27491094112679,52,201048,201149,102,1.9615384615384615,1.2133587628451932,Lumpy
21484,CHICK GREY HOT WATER BOTTLE,2053,41.89795918367347,60.85202163786316,49,201048,201149,102,2.0816326530612246,1.4523862933537723,Lumpy
21485,RETROSPOT HEART HOT WATER BOTTLE,3513,68.88235294117646,96.24503042938342,51,201048,201149,102,2.0,1.3972378456870354,Lumpy
21488,RED WHITE SCARF  HOT WATER BOTTLE,27,6.75,8.0156097709407,4,201048,201109,62,15.5,1.1874977438430665,Lumpy
21491,SET OF THREE VINTAGE GIFT WRAPS,2,1.0,0.0,2,201050,201051,2,1.0,0.0,Smooth
21494,ROTATING LEAVES T-LIGHT HOLDER,1932,41.1063829787234,44.132327716496285,47,201048,201149,102,2.1702127659574466,1.0736125272646613,Lumpy
21495,SKULLS AND CROSSBONES WRAP,5775,115.5,89.91066995317392,50,201048,201149,102,2.04,0.7784473589019387,Lumpy
21497,FANCY FONTS BIRTHDAY WRAP,8600,168.62745098039215,181.165886500115,51,201048,201149,102,2.0,1.0743558385471936,Lumpy
21498,RED RETROSPOT WRAP ,10501,201.94230769230768,121.43624381632195,52,201048,201149,102,1.9615384615384615,0.6013412702074794,Lumpy
21499,BLUE POLKADOT WRAP,6727,137.28571428571428,96.43197083955091,49,201048,201149,102,2.0816326530612246,0.7024181018489661,Lumpy
21500,PINK POLKADOT WRAP ,6350,124.50980392156863,86.23952053415408,51,201048,201149,102,2.0,0.6926323696443871,Lumpy
21503,TOYBOX  WRAP ,501,27.833333333333332,74.09711433612767,18,201050,201148,99,5.5,2.662171772555485,Lumpy
21504,SKULLS GREETING CARD,1835,44.75609756097561,37.463836220951045,41,201048,201149,102,2.4878048780487805,0.8370666403591241,Lumpy
21506,"FANCY FONT BIRTHDAY CARD, ",4946,93.32075471698113,92.93313841038656,53,201048,201149,102,1.9245283018867925,0.9958464083603898,Lumpy
21507,ELEPHANT BIRTHDAY CARD ,3308,62.41509433962264,43.06901168798037,53,201048,201149,102,1.9245283018867925,0.6900416020141958,Lumpy
21508,VINTAGE KID DOLLY CARD ,2478,48.588235294117645,35.07886912121783,51,201048,201149,102,2.0,0.7219621974100522,Lumpy
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,3741,71.9423076923077,57.42357699212175,52,201048,201149,102,1.9615384615384615,0.7981892551698292,Lumpy
21518,BANK ACCOUNT  GREETING  CARD ,287,17.9375,14.937508716873328,16,201048,201128,81,5.0625,0.832753099198513,Lumpy
21519,GIN & TONIC DIET GREETING CARD ,3183,63.66,41.31838055186301,50,201048,201149,102,2.04,0.6490477623603992,Lumpy
21520,BOOZE & WOMEN GREETING CARD ,502,16.733333333333334,15.16559930562754,30,201048,201149,102,3.4,0.9063107154757494,Lumpy
21523,DOORMAT FANCY FONT HOME SWEET HOME,3241,61.15094339622642,102.51536399419415,53,201048,201149,102,1.9245283018867925,1.6764314383499814,Lumpy
21524,DOORMAT SPOTTY HOME SWEET HOME,1751,33.0377358490566,25.329340135465692,53,201048,201149,102,1.9245283018867925,0.7666790560706349,Lumpy
21527,RED RETROSPOT TRADITIONAL TEAPOT ,399,22.166666666666668,28.115831839019098,18,201048,201119,72,4.0,1.2683833912339442,Lumpy
21528,DAIRY MAID TRADITIONAL TEAPOT ,204,4.163265306122449,3.681863991102821,49,201048,201149,102,2.0816326530612246,0.8843692919805796,Lumpy
21530,DAIRY MAID TOASTRACK,716,15.23404255319149,18.952128211292795,47,201048,201149,102,2.1702127659574466,1.244064282026203,Lumpy
21531,RED RETROSPOT SUGAR JAM BOWL,1507,29.54901960784314,34.621561909012826,51,201048,201149,102,2.0,1.171665333350799,Lumpy
21533,RETROSPOT LARGE MILK JUG,1329,25.07547169811321,27.175957315671916,53,201048,201149,102,1.9245283018867925,1.083766544567804,Lumpy
21534,DAIRY MAID LARGE MILK JUG,363,7.408163265306122,5.377105662540253,49,201049,201149,101,2.061224489795918,0.7258351996266458,Lumpy
21535,RED RETROSPOT SMALL MILK JUG,2453,46.283018867924525,48.24790842756038,53,201048,201149,102,1.9245283018867925,1.0424537899146762,Lumpy
21537,RED RETROSPOT PUDDING BOWL,198,5.6571428571428575,20.602602430051313,35,201048,201149,102,2.914285714285714,3.6418741669282624,Lumpy
21538,DAIRY MAID  PUDDING BOWL,3,1.0,3.0,3,201048,201112,65,21.666666666666668,3.0,Lumpy
21539,RED RETROSPOT BUTTER DISH,845,17.244897959183675,22.70969929736787,49,201048,201146,99,2.020408163265306,1.3168938054094976,Lumpy
21544,SKULLS  WATER TRANSFER TATTOOS ,1975,38.72549019607843,36.70426592720391,51,201048,201149,102,2.0,0.9478063606518479,Lumpy
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,67,6.090909090909091,7.147790504128467,11,201048,201112,65,5.909090909090909,1.17351784396139,Lumpy
21555,CERAMIC STRAWBERRY TRINKET TRAY,369,10.25,38.21845104134913,36,201048,201149,102,2.8333333333333335,3.7286293698877198,Lumpy
21556,CERAMIC STRAWBERRY MONEY BOX,980,25.128205128205128,70.54083531326842,39,201048,201147,100,2.5641025641025643,2.807237323691294,Lumpy
21557,SET OF 6 FUNKY BEAKERS,551,11.72340425531915,21.788211938189416,47,201048,201149,102,2.1702127659574466,1.858522615417246,Lumpy
21558,SKULL LUNCH BOX WITH CUTLERY ,2134,40.264150943396224,32.25448742983514,53,201048,201149,102,1.9245283018867925,0.8010720870577612,Lumpy
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,3926,74.0754716981132,57.68410294826728,53,201048,201149,102,1.9245283018867925,0.7787206969582695,Lumpy
21561,DINOSAUR LUNCH BOX WITH CUTLERY,1280,25.098039215686274,29.036015499348924,51,201048,201149,102,2.0,1.1569037425521838,Lumpy
21562,HAWAIIAN GRASS SKIRT ,324,13.5,17.84961331940202,24,201049,201147,99,4.125,1.3221935792149646,Lumpy
21563,RED HEART SHAPE LOVE BUCKET ,1395,31.0,89.7177392006326,45,201048,201149,102,2.2666666666666666,2.894120619375245,Lumpy
21564,PINK  HEART SHAPE LOVE BUCKET ,1039,21.645833333333332,85.81114582749115,48,201048,201149,102,2.125,3.9643262749947787,Lumpy
21576,LETS GO SHOPPING COTTON TOTE BAG,252,6.8108108108108105,5.36882895279076,37,201048,201149,102,2.7567567567567566,0.788280441481183,Lumpy
21577,SAVE THE PLANET COTTON TOTE BAG,713,14.551020408163266,11.842826986003306,49,201048,201149,102,2.0816326530612246,0.8138829204967208,Lumpy
21578,WOODLAND DESIGN  COTTON TOTE BAG,681,15.133333333333333,19.949481651958234,45,201048,201149,102,2.2666666666666666,1.3182476862527468,Lumpy
21579,LOLITA  DESIGN  COTTON TOTE BAG,168,5.419354838709677,4.75937106172925,31,201048,201149,102,3.2903225806451615,0.8782172792476592,Lumpy
21580,RABBIT  DESIGN  COTTON TOTE BAG,181,5.65625,6.557976551621156,32,201048,201149,102,3.1875,1.1594212687949006,Lumpy
21581,SKULLS  DESIGN  COTTON TOTE BAG,240,7.5,8.795159959300197,32,201048,201149,102,3.1875,1.1726879945733595,Lumpy
21584,RETROSPOT SMALL TUBE MATCHES,1065,25.975609756097562,22.699656170169238,41,201048,201149,102,2.4878048780487805,0.8738834769736514,Lumpy
21586,KINGS CHOICE GIANT TUBE MATCHES,679,19.4,47.12948371554814,35,201048,201145,98,2.8,2.429354830698358,Lumpy
21587,COSY HOUR GIANT TUBE MATCHES,192,27.428571428571427,46.949821238059194,7,201048,201142,95,13.571428571428571,1.7117122326375749,Lumpy
21588,RETROSPOT GIANT TUBE MATCHES,1496,38.35897435897436,62.20276148019863,39,201048,201149,102,2.6153846153846154,1.6215960546308468,Lumpy
21591,COSY HOUR CIGAR BOX MATCHES ,1057,28.56756756756757,70.10965242649091,37,201048,201149,102,2.7567567567567566,2.454169479451432,Lumpy
21592,RETROSPOT CIGAR BOX MATCHES ,2162,44.12244897959184,84.70232992000605,49,201048,201149,102,2.0816326530612246,1.9197105301018946,Lumpy
21594,Dr. Jam's Arouzer Stress Ball,1,0.3333333333333333,1.1547005383792517,3,201048,201130,83,27.666666666666668,3.4641016151377553,Lumpy
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,756,22.235294117647058,37.871440285587404,34,201048,201135,88,2.588235294117647,1.703212922896788,Lumpy
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,180,6.428571428571429,12.440759091489825,28,201048,201143,96,3.4285714285714284,1.9352291920095284,Lumpy
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,102,14.571428571428571,17.69046016790917,7,201113,201124,12,1.7142857142857142,1.2140511879937665,Lumpy
21615,4 LAVENDER BOTANICAL DINNER CANDLES,866,29.862068965517242,44.58597163901527,29,201049,201149,101,3.4827586206896552,1.4930637153942758,Lumpy
21616,4 PEAR BOTANICAL DINNER CANDLES,822,30.444444444444443,41.2406943660612,27,201048,201149,102,3.7777777777777777,1.3546213477903315,Lumpy
21617,4 LILY  BOTANICAL DINNER CANDLES,528,16.0,22.357884515311373,33,201049,201147,99,3.0,1.3973677822069608,Lumpy
21618,4 WILDFLOWER BOTANICAL CANDLES,350,11.290322580645162,16.639698611828074,31,201049,201146,98,3.161290322580645,1.4738018770476293,Lumpy
21619,4 VANILLA BOTANICAL CANDLES,884,28.516129032258064,44.40635913000294,31,201048,201149,102,3.2903225806451615,1.557236575825895,Lumpy
21621,VINTAGE UNION JACK BUNTING,2331,45.705882352941174,78.15991149371831,51,201048,201149,102,2.0,1.7100624136334768,Lumpy
21623,VINTAGE UNION JACK MEMOBOARD,3268,61.660377358490564,197.8679574670001,53,201048,201149,102,1.9245283018867925,3.20899686222491,Lumpy
21624,VINTAGE UNION JACK DOORSTOP,212,5.0476190476190474,4.50448221735391,42,201048,201149,102,2.4285714285714284,0.8923974204191709,Lumpy
21625,VINTAGE UNION JACK APRON,411,8.22,5.866856057549052,50,201048,201149,102,2.04,0.7137294473903956,Lumpy
21626,VINTAGE UNION JACK PENNANT,773,22.735294117647058,28.037106174463624,34,201048,201147,100,2.9411764705882355,1.2331974255262137,Lumpy
21627,ELEPHANT CARNIVAL POUFFE,31,0.9393939393939394,5.926315222903025,33,201049,201143,95,2.878787878787879,6.308658140509671,Lumpy
21628,TRIANGULAR POUFFE VINTAGE ,62,2.48,2.551470164434615,25,201049,201149,101,4.04,1.028818614691377,Lumpy
21629,SQUARE FLOOR CUSHION VINTAGE RED,73,2.7037037037037037,1.9964355701487053,27,201048,201149,102,3.7777777777777777,0.738407676630343,Lumpy
21630,FLOOR CUSHION ELEPHANT CARNIVAL,68,2.72,3.5767769476629843,25,201048,201149,102,4.08,1.314991524876097,Lumpy
21631,HIPPY CHIC DECORATIVE PARASOL,169,15.363636363636363,18.134347119611046,11,201050,201146,97,8.818181818181818,1.18034212021137,Lumpy
21632,VINTAGE PINK DECORATIVE PARASOL,55,9.166666666666666,23.894908802225356,6,201049,201103,55,9.166666666666666,2.60671732387913,Lumpy
21633,SUNFLOWER DECORATIVE PARASOL,124,5.636363636363637,8.448981085626917,22,201050,201147,98,4.454545454545454,1.4990127732563885,Lumpy
21634,ASSORTED MINI MADRAS NOTEBOOK,807,50.4375,84.67582791643277,16,201048,201141,94,5.875,1.6788268236219632,Lumpy
21635,MADRAS NOTEBOOK LARGE ,264,24.0,52.69155530063618,11,201048,201129,82,7.454545454545454,2.195481470859841,Lumpy
21636,MADRAS NOTEBOOK MEDIUM,897,33.22222222222222,30.646035423517468,27,201106,201149,44,1.6296296296296295,0.9224559157580509,Lumpy
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,216,9.818181818181818,11.227671444275792,22,201048,201149,102,4.636363636363637,1.1435591285836455,Lumpy
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,662,18.914285714285715,23.540167709647257,35,201048,201149,102,2.914285714285714,1.244570800358994,Lumpy
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,1104,42.46153846153846,109.40721393737462,26,201048,201138,91,3.5,2.576619168814982,Lumpy
21642,ASSORTED TUTTI FRUTTI PEN,2216,67.15151515151516,102.10139605195208,33,201048,201149,102,3.090909090909091,1.5204630278494669,Lumpy
21643,damaged,529,17.633333333333333,21.422648880506614,30,201048,201147,100,3.3333333333333335,1.214895021578825,Lumpy
21644,ASSORTED TUTTI FRUTTI HEART BOX,361,15.041666666666666,28.681882126506984,24,201049,201147,99,4.125,1.9068287286320433,Lumpy
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,117,9.0,8.736894948054104,13,201049,201147,99,7.615384615384615,0.9707661053393449,Lumpy
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,606,20.2,43.07443437297493,30,201048,201149,102,3.4,2.1323977412363826,Lumpy
21650,ASSORTED TUTTI FRUTTI BRACELET,2526,68.27027027027027,66.53597550225018,37,201048,201149,102,2.7567567567567566,0.9745966324557627,Lumpy
21651,HANGING GLASS ETCHED TEALIGHT,197,32.833333333333336,37.642617691476595,6,201048,201108,61,10.166666666666666,1.1464756657302515,Lumpy
21654,Damaged,983,32.766666666666666,45.81347741269678,30,201048,201138,91,3.033333333333333,1.398173267935812,Lumpy
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,19,9.5,13.435028842544403,2,201102,201106,5,2.5,1.4142135623730951,Lumpy
21656,RIDGED GLASS POSY VASE ,200,9.523809523809524,10.787117537224889,21,201048,201118,71,3.380952380952381,1.1326473414086133,Lumpy
21657,MILK BOTTLE WITH GLASS STOPPER ,30,3.75,2.0528725518857023,8,201048,201107,60,7.5,0.547432680502854,Lumpy
21658,GLASS  BEURRE DISH,851,21.82051282051282,19.76423110847072,39,201048,201141,94,2.41025641025641,0.9057638228323832,Lumpy
21661,VINTAGE GLASS TEA CADDY,6,1.0,0.0,6,201049,201108,60,10.0,0.0,Intermitent
21662,VINTAGE GLASS COFFEE CADDY,70,4.375,13.450526631573451,16,201048,201135,88,5.5,3.0744060872167887,Lumpy
21664,RIDGED GLASS STORAGE JAR CREAM LID,119,7.933333333333334,12.623485293387915,15,201048,201142,95,6.333333333333333,1.5911956252169641,Lumpy
21666,RIDGED GLASS T-LIGHT HOLDER,412,14.206896551724139,12.157829077667337,29,201049,201149,101,3.4827586206896552,0.8557695224571669,Lumpy
21667,GLASS CAKE COVER AND PLATE,1,0.5,2.1213203435596424,2,201102,201104,3,1.5,4.242640687119285,Lumpy
21668,RED STRIPE CERAMIC DRAWER KNOB,5444,102.71698113207547,66.71217665305261,53,201048,201149,102,1.9245283018867925,0.6494756360418421,Lumpy
21669,BLUE STRIPE CERAMIC DRAWER KNOB,5205,98.20754716981132,55.95340042274397,53,201048,201149,102,1.9245283018867925,0.5697464404237138,Lumpy
21670,BLUE SPOT CERAMIC DRAWER KNOB,4188,79.01886792452831,55.692663018375896,53,201048,201149,102,1.9245283018867925,0.7048020869087684,Lumpy
21671,RED SPOT CERAMIC DRAWER KNOB,4269,80.54716981132076,56.334702393454336,53,201048,201149,102,1.9245283018867925,0.6994001468383884,Lumpy
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,4963,93.64150943396227,77.47210275557325,53,201048,201149,102,1.9245283018867925,0.8273265053486564,Lumpy
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,4279,80.73584905660377,61.721817281996515,53,201048,201149,102,1.9245283018867925,0.7644908427075988,Lumpy
21675,BUTTERFLIES STICKERS,622,15.55,13.026501586755503,40,201048,201149,102,2.55,0.8377171438427975,Lumpy
21676,FLOWERS  STICKERS,257,7.5588235294117645,6.6066595257457115,34,201048,201149,102,3.0,0.8740327777251136,Lumpy
21677,HEARTS  STICKERS,823,19.13953488372093,15.073757384384226,43,201048,201149,102,2.372093023255814,0.7875717709945586,Lumpy
21678,PAISLEY PATTERN  STICKERS,125,5.9523809523809526,4.598654047394635,21,201048,201149,102,4.857142857142857,0.7725738799622986,Lumpy
21679,SKULLS  STICKERS,1140,24.782608695652176,20.979262823060154,46,201048,201149,102,2.217391304347826,0.8465316577726026,Lumpy
21680,WOODLAND  STICKERS,868,22.256410256410255,27.08244522575847,39,201049,201149,101,2.58974358974359,1.2168379767333874,Lumpy
21682,LARGE MEDINA STAMPED METAL BOWL ,167,4.394736842105263,5.117745880937155,38,201048,201148,101,2.6578947368421053,1.1645170268000713,Lumpy
21683,MEDIUM MEDINA STAMPED METAL BOWL ,272,7.555555555555555,9.470086572072068,36,201048,201149,102,2.8333333333333335,1.2533938110095384,Lumpy
21684,SMALL MEDINA STAMPED METAL BOWL ,721,24.862068965517242,69.5093642909927,29,201048,201149,102,3.5172413793103448,2.795799673285421,Lumpy
21686,MEDINA STAMPED METAL STOOL,36,1.894736842105263,2.2084367734794084,19,201049,201139,91,4.7894736842105265,1.1655638526696879,Lumpy
21688,mixed up,11,0.3055555555555556,58.60561623230536,36,201048,201149,102,2.8333333333333335,191.8001985784539,Lumpy
21690,SILVER  CANDLEPOT JARDIN ,62,12.4,19.95745474753732,5,201048,201105,58,11.6,1.6094721570594612,Lumpy
21693,mixed up,286,8.9375,18.57667198223309,32,201048,201149,102,3.1875,2.078508753256849,Lumpy
21694,SMALL REGAL  SILVER CANDLEPOT ,307,16.157894736842106,28.50002564890607,19,201048,201149,102,5.368421052631579,1.7638452356000498,Lumpy
21695,SMALL SILVER FLOWER CANDLE POT,290,10.0,9.035643703846292,29,201048,201149,102,3.5172413793103448,0.9035643703846292,Lumpy
21698,MOCK LOBSTER FRIDGE MAGNET,296,10.571428571428571,10.286375640113665,28,201048,201149,102,3.642857142857143,0.9730355335242656,Lumpy
21700,BIG DOUGHNUT FRIDGE MAGNETS,400,8.88888888888889,187.73327576187134,45,201048,201149,102,2.2666666666666666,21.119993523210525,Lumpy
21703,BAG 125g SWIRLY MARBLES,9303,175.52830188679246,245.96815020316888,53,201048,201149,102,1.9245283018867925,1.4013019413918038,Lumpy
21704,BAG 250g SWIRLY MARBLES,5139,107.0625,114.02228342311548,48,201048,201149,102,2.125,1.065006733665994,Lumpy
21705,BAG 500g SWIRLY MARBLES,1439,37.86842105263158,123.17361314753224,38,201048,201149,102,2.6842105263157894,3.2526735924991135,Lumpy
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,347,7.543478260869565,6.459124542464905,46,201048,201149,102,2.217391304347826,0.8562528211913131,Lumpy
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,160,4.705882352941177,3.020429547664772,34,201050,201149,100,2.9411764705882355,0.641841278878764,Lumpy
21708,FOLDING UMBRELLA CREAM POLKADOT,190,5.757575757575758,6.495336322269536,33,201048,201149,102,3.090909090909091,1.128137361236288,Lumpy
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,133,3.8,3.3148507197334913,35,201048,201148,101,2.8857142857142857,0.8723291367719714,Lumpy
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,107,3.689655172413793,2.508605877429905,29,201048,201147,100,3.4482758620689653,0.6799025275277313,Lumpy
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,104,3.8518518518518516,6.825876690403409,27,201048,201147,100,3.7037037037037037,1.7721026023162698,Lumpy
21713,CITRONELLA CANDLE FLOWERPOT,779,16.934782608695652,18.02393738450563,46,201049,201149,101,2.1956521739130435,1.0643146594188175,Lumpy
21714,CITRONELLA CANDLE GARDEN POT,1637,32.74,32.439463243250565,50,201048,201149,102,2.04,0.9908205022373415,Lumpy
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,1330,26.07843137254902,27.58901457990474,51,201048,201149,102,2.0,1.05792461922943,Lumpy
21716,BOYS VINTAGE TIN SEASIDE BUCKET,1433,29.244897959183675,27.957207338660826,49,201048,201149,102,2.0816326530612246,0.9559687087190373,Lumpy
21717,EASTER TIN BUCKET,371,30.916666666666668,36.71377827398748,12,201049,201112,64,5.333333333333333,1.1875076530669804,Lumpy
21718,RED METAL BEACH SPADE ,1493,31.76595744680851,38.14173382778311,47,201048,201149,102,2.1702127659574466,1.2007109778337617,Lumpy
21719,LOVELY BONBON STICKER SHEET,345,9.324324324324325,9.398741210201306,37,201048,201149,102,2.7567567567567566,1.0079809413839083,Lumpy
21720,CAKE SHOP  STICKER SHEET,57,8.142857142857142,4.059087394500207,7,201049,201130,82,11.714285714285714,0.49848441686844647,Lumpy
21721,CANDY SHOP  STICKER SHEET,195,11.470588235294118,7.559081021020542,17,201048,201148,101,5.9411764705882355,0.6589968069607651,Lumpy
21722,SWEET PUDDING STICKER SHEET,97,4.041666666666667,3.5444894973890744,24,201048,201149,102,4.25,0.8769870921375029,Lumpy
21723,ALPHABET HEARTS STICKER SHEET,401,11.794117647058824,12.455446445935126,34,201048,201149,102,3.0,1.0560727659895117,Lumpy
21724,PANDA AND BUNNIES STICKER SHEET,408,10.461538461538462,12.214844622417331,39,201048,201149,102,2.6153846153846154,1.1675954418487156,Lumpy
21725,SWEETIES  STICKERS,301,8.852941176470589,11.415386620408643,34,201048,201146,99,2.911764705882353,1.2894456647637669,Lumpy
21726,MULTI HEARTS  STICKERS,237,10.772727272727273,11.995760434347979,22,201048,201149,102,4.636363636363637,1.1135305044542427,Lumpy
21730,GLASS STAR FROSTED T-LIGHT HOLDER,504,12.6,20.21017768480233,40,201048,201149,102,2.55,1.6039823559366928,Lumpy
21731,RED TOADSTOOL LED NIGHT LIGHT,13823,260.811320754717,211.5601438947339,53,201048,201149,102,1.9245283018867925,0.8111616600174273,Lumpy
21733,RED HANGING HEART T-LIGHT HOLDER,7825,147.64150943396226,171.58336102983057,53,201048,201149,102,1.9245283018867925,1.162162061927287,Lumpy
21735,TWO DOOR CURIO CABINET,120,3.1578947368421053,11.381650276460231,38,201048,201137,90,2.3684210526315788,3.6041892542124065,Lumpy
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,116,19.333333333333332,17.431771759252317,6,201049,201115,67,11.166666666666666,0.9016433668578785,Lumpy
21738,COSY SLIPPER SHOES SMALL  RED ,45,3.2142857142857144,4.627319733073123,14,201048,201142,95,6.785714285714286,1.4396105836227493,Lumpy
21739,COSY SLIPPER SHOES SMALL GREEN,256,8.258064516129032,6.055123130790343,31,201048,201149,102,3.2903225806451615,0.7332375666191431,Lumpy
21741,COSY SLIPPER SHOES LARGE GREEN,147,7.0,10.014988766843425,21,201048,201146,99,4.714285714285714,1.430712680977632,Lumpy
21742,LARGE ROUND WICKER PLATTER ,195,4.7560975609756095,5.356213624403334,41,201048,201149,102,2.4878048780487805,1.1261782492335215,Lumpy
21743,STAR PORTABLE TABLE LIGHT ,211,8.115384615384615,27.176941583742526,26,201048,201137,90,3.4615384615384617,3.3488174463379417,Lumpy
21744,SNOWFLAKE PORTABLE TABLE LIGHT ,510,22.17391304347826,26.822060414911935,23,201048,201147,100,4.3478260869565215,1.2096223324372049,Lumpy
21745,GAOLERS KEYS DECORATIVE GARDEN ,934,18.313725490196077,13.449892484445265,51,201048,201149,102,2.0,0.7344159707780605,Lumpy
21746,SMALL RED RETROSPOT WINDMILL,3060,61.2,75.24300767567462,50,201049,201148,100,2.0,1.2294609097332454,Lumpy
21747,SMALL SKULL WINDMILL,473,16.310344827586206,17.533851846959724,29,201050,201148,99,3.413793103448276,1.0750141724351627,Lumpy
21749,LARGE RED RETROSPOT WINDMILL,1955,44.43181818181818,116.17977203100152,44,201049,201148,100,2.272727272727273,2.6147877081146125,Lumpy
21750,LARGE SKULL WINDMILL,91,5.055555555555555,5.682503820782052,18,201049,201145,97,5.388888888888889,1.1240117447700761,Lumpy
21754,HOME BUILDING BLOCK WORD,2760,52.075471698113205,26.162104902822687,53,201048,201149,102,1.9245283018867925,0.5023882463223197,Lumpy
21755,LOVE BUILDING BLOCK WORD,2030,38.301886792452834,23.659105342390323,53,201048,201149,102,1.9245283018867925,0.6177007798752152,Lumpy
21756,BATH BUILDING BLOCK WORD,821,15.49056603773585,9.518448971722544,53,201048,201149,102,1.9245283018867925,0.6144674732049876,Lumpy
21757,LIGHTHOUSE PRINTED METAL SIGN,6,2.0,0.0,3,201101,201107,7,2.3333333333333335,0.0,Intermitent
21758,VINTAGE SHELLS PRINT,41,1.7826086956521738,2.645004240229123,23,201048,201148,101,4.391304347826087,1.483782866469996,Lumpy
21761,WOOD AND GLASS MEDICINE CABINET,8,0.8,1.0327955589886444,10,201048,201148,101,10.1,1.2909944487358054,Lumpy
21769,showroom,6,2.0,7.54983443527075,3,201048,201109,62,20.666666666666668,3.774917217635375,Lumpy
21770,OPEN CLOSED METAL SIGN,1635,43.026315789473685,68.82507668469638,38,201112,201149,38,1.0,1.5996042287574694,Eratic
21773,DECORATIVE ROSE BATHROOM BOTTLE,1170,24.375,56.63268171557721,48,201048,201149,102,2.125,2.323392070382655,Lumpy
21774,DECORATIVE CATS BATHROOM BOTTLE,1094,21.45098039215686,49.861533761203205,51,201048,201149,102,2.0,2.3244407877708992,Lumpy
21775,DECORATIVE FLORE BATHROOM BOTTLE,512,11.130434782608695,17.574740327656084,46,201048,201149,102,2.217391304347826,1.5789805763128513,Lumpy
21777,RECIPE BOX WITH METAL HEART,2,1.0,2.8284271247461903,2,201048,201049,2,1.0,2.8284271247461903,Eratic
